file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
4080793,10.8529,0.0004,17.0807,0.0007,13.7356,0.0005,90,,95.355,0.002,90,,2535.13,4,P 1 21/c 1,-P 2ybc,14,,,,- C25 H42 N2 Zr -,- C25 H42 N2 Zr -,- C100 H168 N8 Zr4 -,4,1
4080795,13.5205,0.0006,10.1652,0.0005,19.3393,0.0011,90,,110.388,0.002,90,,2491.5,4,P 1 21/n 1,-P 2yn,14,,,,- C25 H42 N2 Zr -,- C25 H42 N2 Zr -,- C100 H168 N8 Zr4 -,4,1
4081009,9.783,0.005,10.379,0.005,19.01,0.009,91.185,0.008,99.162,0.012,102.473,0.011,1857.6,6,P -1,-P 1,2,,,,- C33 H51 I N4 Si2 Zr -,- C33 H51 I N4 Si2 Zr -,- C66 H102 I2 N8 Si4 Zr2 -,2,1
4081010,9.582,0.005,10.413,0.005,20.309,0.01,86.117,0.006,87.819,0.006,77.45,0.013,1972.9,6,P -1,-P 1,2,,,,- C39 H56 N4 S Si2 Zr -,- C39 H56 N4 S Si2 Zr -,- C78 H112 N8 S2 Si4 Zr2 -,2,1
4081011,20.184,0.012,9.634,0.006,40.76,0.02,90,,90,,90,,7926,6,P c a 21,P 2c -2ac,29,,,,- C39 H56 N4 Se Si2 Zr -,- C39 H56 N4 Se Si2 Zr -,- C312 H448 N32 Se8 Si16 Zr8 -,8,2
4081012,19.481,0.016,11.449,0.01,20.757,0.017,90,,110.733,0.018,90,,4330,5,P 1 21/c 1,-P 2ybc,14,,,,- C45 H61 N5 Si2 Zr -,- C45 H61 N5 Si2 Zr -,- C180 H244 N20 Si8 Zr4 -,4,1
4081013,10.4274,0.0007,10.7564,0.0007,13.5613,0.0009,66.651,0.001,82.552,0.001,68.117,0.001,1295.58,6,P -1,-P 1,2,,,,- C21 H41 N3 O Si2 Zr -,- C21 H41 N3 O Si2 Zr -,- C42 H82 N6 O2 Si4 Zr2 -,2,1
4081106,16.333,0.002,9.8899,0.0012,20.157,0.003,90,,91.055,0.002,90,,3255.4,6,P 1 21/c 1,-P 2ybc,14,,,,- C22 H52 B10 N4 O Zr -,- C22 H52 B10 N4 O Zr -,- C88 H208 B40 N16 O4 Zr4 -,4,1
4081107,17.853,0.002,11.8374,0.0017,17.036,0.002,90,,103.464,0.003,90,,3501.3,5,C 1 2/c 1,-C 2yc,15,,,,- C24 H56 B10 N4 Zr -,- C24 H56 B10 N4 Zr -,- C96 H224 B40 N16 Zr4 -,4,0.5
4081110,21.486,0.002,12.4869,0.0014,24.828,0.002,90,,109.396,0.002,90,,6283.1,6,P 1 21/n 1,-P 2yn,14,,,,- C61 H90 B10 N4 O3 Zr -,- C61 H90 B10 N4 O3 Zr -,- C244 H360 B40 N16 O12 Zr4 -,4,1
4081111,11.9843,0.0014,21.114,0.002,20.507,0.002,90,,99.439,0.002,90,,5118.8,6,P 1 21/n 1,-P 2yn,14,,,,- C46 H74 B10 N4 O Zr -,- C46 H74 B10 N4 O Zr -,- C184 H296 B40 N16 O4 Zr4 -,4,1
4081112,17.135,0.002,13.9697,0.0019,18.013,0.002,90,,97.642,0.002,90,,4273.5,5,P 1 21/c 1,-P 2ybc,14,,,,- C37 H65 B10 N5 Zr -,- C37 H65 B10 N5 Zr -,- C148 H260 B40 N20 Zr4 -,4,1
4081113,10.6863,0.0015,13.2909,0.0019,21.843,0.003,86.809,0.003,88.156,0.003,69.049,0.003,2892.5,6,P -1,-P 1,2,,,,- C52.5 H86 B10 N6 O0.5 Zr -,- C52.5 H78 B10 N6 O0.5 Zr -,- C105 H156 B20 N12 O Zr2 -,2,1
4081115,10.4933,0.0011,21.436,0.002,23.573,0.002,90,,90,,90,,5302.4,6,P 21 21 21,P 2ac 2ab,19,,,,- C39 H69 B10 N5 O1.5 Zr -,- C39 H69 B10 N5 O1.5 Zr -,- C156 H276 B40 N20 O6 Zr4 -,4,1
4081116,13.597,0.003,18.556,0.004,23.349,0.005,90,,90,,90,,5891,6,P 21 21 21,P 2ac 2ab,19,,,,- C45 H73 B10 N5 S Zr -,- C45 H73 B10 N5 S Zr -,- C180 H292 B40 N20 S4 Zr4 -,4,1
4081118,14.092,0.002,13.669,0.002,24.899,0.004,90,,96.282,0.003,90,,4767.3,5,P 1 21/c 1,-P 2ybc,14,,,,- C41 H61 B10 N7 Zr -,- C41 H53 B10 N7 Zr -,- C164 H212 B40 N28 Zr4 -,4,1
4081119,11.835,0.002,15.803,0.003,23.401,0.005,90,,90,,90,,4376.7,5,P 21 21 21,P 2ac 2ab,19,,,,- C38 H54 Cl2 N4 Zr -,- C38 H54 Cl2 N4 Zr -,- C152 H216 Cl8 N16 Zr4 -,4,1
4081121,9.9744,0.0017,31.11,0.005,14.936,0.003,90,,101.016,0.002,90,,4549.3,5,P 1 21/n 1,-P 2yn,14,,,,- C16 H34 Cl2 N4 Zr -,- C16 H34 Cl2 N4 Zr -,- C128 H272 Cl16 N32 Zr8 -,8,2
4081122,20.524,0.004,8.5533,0.0017,16.881,0.003,90,,90,,90,,2963.4,5,P b c n,-P 2n 2ab,60,,,,- C26 H38 Cl2 N4 Zr -,- C26 H38 Cl2 N4 Zr -,- C104 H152 Cl8 N16 Zr4 -,4,0.5
4081141,16.5416,0.0005,15.8284,0.0006,27.0557,0.0008,90,,91.002,0.002,90,,7082.8,6,P 1 21/n 1,-P 2yn,14,,,,- C36 H39 Cl3 N3 O1.5 Zr -,- C36 H39 Cl3 N3 O1.5 Zr -,- C288 H312 Cl24 N24 O12 Zr8 -,8,2
4081328,20.1307,0.0008,13.6814,0.0005,8.1695,0.0003,90,,90,,90,,2250.01,5,P n m a,-P 2ac 2n,62,,,,- C20 H35 B4 Ir Zr -,- C20 H35 B4 Ir Zr -,- C80 H140 B16 Ir4 Zr4 -,4,0.5
4081793,38.0942,0.001,11.4367,0.0004,17.0337,0.0005,90,,90,,90,,7421.1,7,P n a 21,P 2c -2n,33,,,,- C34 H42 F6 N4 O6 S2 Zr -,- C34 H42 F6 N4 O6 S2 Zr -,- C272 H336 F48 N32 O48 S16 Zr8 -,8,2
4081956,14.7725,0.0015,18.0537,0.0018,19.3363,0.0019,90,,94.966,0.002,90,,5137.6,4,P 1 21/c 1,-P 2ybc,14,,,,- C54 H82 N5 Zr -,- C54 H82 N5 Zr -,- C216 H328 N20 Zr4 -,4,1
4081959,24.9084,0.0007,17.3593,0.0005,16.8788,0.0005,90,,97.595,0.002,90,,7234.2,5,P 1 21/c 1,-P 2ybc,14,,,,- C38 H60 N2 O Zr -,- C38 H60 N2 O Zr -,- C304 H480 N16 O8 Zr8 -,8,2
4081962,10.3036,0.0006,14.7525,0.0008,21.8687,0.0012,90,,95.061,0.001,90,,3311.2,4,P 1 21/c 1,-P 2ybc,14,,,,- C32 H53 N4 Zr -,- C32 H53 N4 Zr -,- C128 H212 N16 Zr4 -,4,1
4082018,9.9004,0.0017,13.29,0.002,17.87,0.003,90,,90,,90,,2351.3,6,P 21 21 21,P 2ac 2ab,19,,,,- C20 H30 B Cl3 N2 Zr -,- C20 H30 B Cl3 N2 Zr -,- C80 H120 B4 Cl12 N8 Zr4 -,4,1
4082082,9.4043,0.0002,12.2617,0.0002,21.7472,0.0005,97.484,0.001,100.833,0.001,106.317,0.002,2318.83,7,P -1,-P 1,2,,,,- C41 H22 B Cl F15 P Zr -,- C41 H22 B Cl F15 P Zr -,- C82 H44 B2 Cl2 F30 P2 Zr2 -,2,1
4082084,12.8629,0.0002,12.9604,0.0003,14.1655,0.0003,85.885,0.001,83.148,0.001,86.222,0.001,2334.67,9,P -1,-P 1,2,,,,- C49 H29 B Cl3 F15 N O P Zr -,- C49 H29 B Cl3 F15 N O P Zr -,- C98 H58 B2 Cl6 F30 N2 O2 P2 Zr2 -,2,1
4082085,12.9507,0.0001,20.2862,0.0003,18.9185,0.0002,90,,97.79,0.001,90,,4924.41,8,P 1 21/c 1,-P 2ybc,14,,,,- C48 H28 B Cl F15 O P Zr -,- C48 H28 B Cl F15 O P Zr -,- C192 H112 B4 Cl4 F60 O4 P4 Zr4 -,4,1
4082086,8.8309,0.0002,10.6543,0.0002,19.811,0.0005,74.634,0.001,80.839,0.001,88.028,0.002,1774.34,7,P -1,-P 1,2,,,,- C36 H25 B Cl3 F10 P Zr -,- C36 H25 B Cl3 F10 P Zr -,- C72 H50 B2 Cl6 F20 P2 Zr2 -,2,1
4082118,15.0515,0.0004,13.2544,0.0004,19.1998,0.0005,90,,107.255,0.002,90,,3657.95,5,C 1 c 1,C -2yc,9,,,,- C43 H42 N P Zr -,- C43 H42 N P Zr -,- C172 H168 N4 P4 Zr4 -,4,1
4082120,20.7909,0.0007,16.4425,0.0006,19.2378,0.0006,90,,99.69,0.002,90,,6482.7,5,P 1 21/c 1,-P 2ybc,14,,,,- C40 H38 N P Zr -,- C40 H38 N P Zr -,- C320 H304 N8 P8 Zr8 -,8,2
4082162,13.476,0.003,16.531,0.005,16.923,0.005,64.234,0.005,79.005,0.006,67.803,0.007,3141.9,6,P -1,-P 1,2,,,,- C74 H74 Cl2 N4 O2 Zr -,- C74 H74 Cl2 N4 O2 Zr -,- C148 H148 Cl4 N8 O4 Zr2 -,2,1
4082163,15.04,0.002,16.687,0.002,18.15,0.002,110.748,0.002,107.264,0.002,95.814,0.002,3957.6,6,P -1,-P 1,2,,,,- C90 H106 Cl2 N4 O7 Zr -,- C90 H106 Cl2 N4 O7 Zr -,- C180 H212 Cl4 N8 O14 Zr2 -,2,1
4082378,12.446,0.003,19.325,0.004,17.213,0.004,90,,97.867,0.005,90,,4101.1,5,P 1 21/c 1,-P 2ybc,14,,,,- C38 H64.5 N4 O2 Zr -,- C38 H64.5 N4 O2 Zr -,- C152 H258 N16 O8 Zr4 -,4,1
4082451,11.404,0.005,14.369,0.006,15.611,0.007,115.212,0.008,97.909,0.013,91.816,0.012,2280.7,5,P -1,-P 1,2,,,,- C54 H59 N4 P Zr -,- C54 H59 N4 P Zr -,- C108 H118 N8 P2 Zr2 -,2,1
4082452,16.2711,0.0006,12.6818,0.0004,28.9486,0.0008,90,,100.743,0.003,90,,5868.8,8,P 1 21/c 1,-P 2ybc,14,,,,- C67 H69 F3 N3 O3 P S Zr -,- C67 H69 F3 N3 O3 P S Zr -,- C268 H276 F12 N12 O12 P4 S4 Zr4 -,4,1
4082453,15.59551,0.00011,18.37056,0.00014,20.06023,0.00015,90,,98.8698,0.0007,90,,5678.49,6,P 1 21/n 1,-P 2yn,14,,,,- C51 H58 Cl10 N3 P Zr -,- C51 H58 Cl10 N3 P Zr -,- C204 H232 Cl40 N12 P4 Zr4 -,4,1
4082454,10.53327,0.00016,15.8299,0.0002,16.9562,0.0002,69.1157,0.0012,80.036,0.0012,80.887,0.0012,2587.29,6,P -1,-P 1,2,,,,- C62.5 H65 Cl N3 P Zr -,- C59 H61 Cl N3 P Zr -,- C118 H122 Cl2 N6 P2 Zr2 -,2,1
4082640,15.8596,0.0007,9.1144,0.0004,20.3891,0.0009,90,,94.04,0.001,90,,2939.9,5,P 1 21/c 1,-P 2ybc,14,,,,- C26 H44 Cl2 Sn2 Zr -,- C26 H44 Cl2 Sn2 Zr -,- C104 H176 Cl8 Sn8 Zr4 -,4,1
4082764,13.4974,0.0006,20.1258,0.0008,13.4175,0.0006,90,,111.59,0.002,90,,3389.1,4,P 1 21/c 1,-P 2ybc,14,,,,- C44 H44 O Zr -,- C44 H44 O Zr -,- C176 H176 O4 Zr4 -,4,1
4082765,10.9192,0.0005,11.8672,0.0005,16.4574,0.0007,71.842,0.002,81.563,0.002,63.229,0.002,1809.11,4,P -1,-P 1,2,,,,- C43 H45 Cl2 Zr -,- C43 H45 Cl2 Zr -,- C86 H90 Cl4 Zr2 -,2,1
4082766,14.4928,0.0004,19.5385,0.0006,17.1184,0.0005,90,,92.018,0.001,90,,4844.4,4,P 1 21/c 1,-P 2ybc,14,,,,- C60 H66.67 N2 Zr -,- C60 H66.66 N2 Zr -,- C240 H266.64 N8 Zr4 -,4,1
4082767,10.4761,0.0006,10.5462,0.0006,20.3143,0.0011,85.164,0.004,75.949,0.004,70.229,0.004,2048.9,4,P -1,-P 1,2,,,,- C52 H59 N Zr -,- C52 H59 N Zr -,- C104 H118 N2 Zr2 -,2,1
4082768,14.8072,0.0004,15.4266,0.0004,25.8025,0.0006,86.719,0.001,74.709,0.001,73.988,0.001,5463.9,4,P -1,-P 1,2,,,,- C135 H149 O3 Zr3 -,- C135 H148 O3 Zr3 -,- C270 H296 O6 Zr6 -,2,1
4082769,13.9758,0.0004,9.9089,0.0003,16.8678,0.0005,90,,93.212,0.002,90,,2332.26,6,P 1 2/n 1,-P 2yac,13,,,,- C58 H52 Cl2 N2 O Zr -,- C58 H52 Cl2 N2 O Zr -,- C116 H104 Cl4 N4 O2 Zr2 -,2,0.5
4082770,24.2847,0.0008,8.1144,0.0002,23.1105,0.0007,90,,105.851,0.002,90,,4380.9,4,C 1 2/c 1,-C 2yc,15,,,,- C56.75 H63.5 N2 Zr -,- C56.82 H63.58 N2 Zr -,- C227.28 H254.32 N8 Zr4 -,4,0.5
4082771,9.4733,0.0002,9.7913,0.0002,14.0972,0.0003,87.915,0.001,70.665,0.001,76.805,0.001,1200.18,4,P 1,P 1,1,,,,- C66 H56 O2 Zr -,- C66 H56 O2 Zr -,- C66 H56 O2 Zr -,1,1
4082772,16.4159,0.0004,14.2516,0.0004,27.5706,0.0007,90,,93.453,0.001,90,,6438.5,3,C 1 2/c 1,-C 2yc,15,,,,- C80 H76 Zr2 -,- C80 H76 Zr2 -,- C320 H304 Zr8 -,4,0.5
4082801,19.33688,0.00007,15.94563,0.00005,24.70487,0.0001,90,,101.274,0.0004,90,,7470.47,4,P 1 21/n 1,-P 2yn,14,,,,- C41 H50 N6 Zr -,- C41 H50 N6 Zr -,- C328 H400 N48 Zr8 -,8,2
4082804,10.88743,0.00008,13.16505,0.00012,16.92306,0.00014,80.1134,0.0007,74.5705,0.0007,67.8028,0.0008,2158.03,4,P -1,-P 1,2,,,,- C48 H64 N8 Zr -,- C48 H64 N8 Zr -,- C96 H128 N16 Zr2 -,2,1
4082805,10.97715,0.00014,18.92432,0.00018,22.6228,0.0002,69.7957,0.0009,83.7816,0.0009,89.9914,0.0009,4380.93,5,P -1,-P 1,2,,,,- C40 H65 N7 Si2 Zr -,- C40 H65 N7 Si2 Zr -,- C160 H260 N28 Si8 Zr4 -,4,2
4082806,11.135,0.007,11.859,0.007,19.746,0.01,79.35,0.008,78.097,0.012,68.934,0.014,2363,5,P -1,-P 1,2,,,,- C49.5 H66 N6 Si2 Zr -,- C49.5 H66 N6 Si2 Zr -,- C99 H132 N12 Si4 Zr2 -,2,1
4082843,8.1846,0.0007,20.3198,0.0016,39.301,0.003,90,,90,,90,,6536.1,4,P b c a,-P 2ac 2ab,61,,,,- C37 H53 N4 Zr -,- C37 H53 N4 Zr -,- C296 H424 N32 Zr8 -,8,1
4082845,9.7554,0.0002,29.1238,0.0005,10.8155,0.0002,90,,103.129,0.001,90,,2992.52,4,P 1 21/n 1,-P 2yn,14,,,,- C32 H50 N2 Zr -,- C32 H50 N2 Zr -,- C128 H200 N8 Zr4 -,4,1
4082846,9.3404,0.0002,30.3129,0.0004,12.4741,0.0002,90,,93.136,0.002,90,,3526.56,6,P 1 21/n 1,-P 2yn,14,,,,- C70 H114 Cl4 Mg2 N4 Zr2 -,- C64 H100 Cl4 Mg2 N4 Zr2 -,- C128 H200 Cl8 Mg4 N8 Zr4 -,2,0.5
4082847,21.5996,0.0009,11.7559,0.0003,14.5295,0.0006,90,,121.651,0.006,90,,3140.6,4,C 1 2/c 1,-C 2yc,15,,,,- C34 H54 N2 Zr -,- C34 H54 N2 Zr -,- C136 H216 N8 Zr4 -,4,0.5
4082848,10.2288,0.0007,11.7739,0.0007,14.2956,0.0008,90.487,0.005,110.835,0.006,114.542,0.006,1438.78,4,P -1,-P 1,2,,,,- C30 H50 N2 Zr -,- C30 H50 N2 Zr -,- C60 H100 N4 Zr2 -,2,1
4082958,10.8295,0.0004,15.0948,0.0006,38.8719,0.0015,90,,90.519,0.002,90,,6354.1,8,P 1 21/n 1,-P 2yn,14,,,,- C62 H93 Co I0.04 N4.91 O2 P3 Zr -,- C62 H93 Co I0.0438 N4.9124 O2 P3 Zr -,- C248 H372 Co4 I0.1752 N19.6496 O8 P12 Zr4 -,4,1
4082959,11.0345,0.0004,14.9619,0.0005,38.6376,0.0013,90,,91.836,0.002,90,,6375.7,7,P 1 21/n 1,-P 2yn,14,,,,- C67 H97 Co N6 O P3 Zr -,- C67 H97 Co N6 O P3 Zr -,- C268 H388 Co4 N24 O4 P12 Zr4 -,4,1
4082960,11.4869,0.0004,13.5596,0.0004,20.2313,0.0007,90.478,0.002,103.055,0.002,91.907,0.002,3067.63,7,P -1,-P 1,2,,,,- C63 H97 Co N3 P3 S Zr -,- C63 H97 Co N3 P3 S Zr -,- C126 H194 Co2 N6 P6 S2 Zr2 -,2,1
4082961,23.772,0.0008,21.7328,0.0007,25.8611,0.0007,90,,90,,90,,13360.7,8,P b c a,-P 2ac 2ab,61,,,,- C59 H85 Co N3 O P3 S Zr -,- C59 H85 Co N3 O P3 S Zr -,- C472 H680 Co8 N24 O8 P24 S8 Zr8 -,8,1
4082962,11.3707,0.0015,19.982,0.003,13.084,0.003,90,,108.385,0.008,90,,2821.1,6,P 1 21 1,P 2yb,4,,,,- C58 H84 Co N4 P3 Zr -,- C58 H84 Co N4 P3 Zr -,- C116 H168 Co2 N8 P6 Zr2 -,2,1
4082963,13.6838,0.0008,15.328,0.0009,29.7077,0.0019,80.707,0.004,84.03,0.004,70.574,0.003,5790.7,7,P -1,-P 1,2,,,,- C60 H89 Co N4 O0.5 P3 Zr -,- C60 H89 Co N4 O0.5 P3 Zr -,- C240 H356 Co4 N16 O2 P12 Zr4 -,4,2
4083340,13.6603,0.0017,13.7471,0.0017,18.604,0.002,97.543,0.002,99.629,0.002,93.96,0.003,3399.8,7,P -1,-P 1,2,,,,- C36 H43 F3 N2 O4 S Zr -,- C36 H43 F3 N2 O4 S Zr -,- C144 H172 F12 N8 O16 S4 Zr4 -,4,2
4083392,25.518,0.005,25.479,0.005,23.772,0.005,90,,103.755,0.002,90,,15013,6,C 1 2/c 1,-C 2yc,15,,"bis[N-((dimethylamino)dimethylsilyl)-2,6- diisopropylbenzenamino] dichlorozirconium",,- C32 H58 Cl2 N4 Si2 Zr -,- C32 H58 Cl2 N4 Si2 Zr -,- C512 H928 Cl32 N64 Si32 Zr16 -,16,2
4083393,9.001,0.003,10.826,0.003,19.583,0.007,104.77,0.03,101.15,0.03,95.94,0.03,1786.7,8,P -1,-P 1,2,,"N-((dimethylamino)dimethylsilyl)-2,6-diisopropyl- benzenamino trichlorozirconium lithium",,- C24 H45 Cl4 Li N2 O2 Si Zr -,- C24 H45 Cl4 Li N2 O2 Si Zr -,- C48 H90 Cl8 Li2 N4 O4 Si2 Zr2 -,2,1
4083394,14.163,0.005,14.743,0.004,17.029,0.004,90,,108.56,0.03,90,,3370.8,8,P 1 21/c 1,-P 2ybc,14,,"N-((dimethylamino)dimethylsilyl)-2,6-diisopropyl- benzenamino trichlorozirconium lithium",,- C24 H49 Cl4 Li N2 O2 Si Zr -,- C24 H49 Cl4 Li N2 O2 Si Zr -,- C96 H196 Cl16 Li4 N8 O8 Si4 Zr4 -,4,1
4083396,8.8636,0.0018,15.54,0.003,17.668,0.004,65.26,0.002,85.408,0.003,81.493,0.003,2185.5,6,P -1,-P 1,2,,"bis[N-((dimethylamino)dimethylsilyl)-2,6-diisopropyl- benzenamino] trichlorozirconium",,- C16 H29 Cl3 N2 Si Zr -,- C16 H29 Cl3 N2 Si Zr -,- C64 H116 Cl12 N8 Si4 Zr4 -,4,2
4083399,13.445,0.0019,14.289,0.002,16.849,0.003,64.928,0.002,87.587,0.002,81.358,0.002,2897.8,6,P -1,-P 1,2,,"Bis(N-(2-((dimetrylamino)dimetrylsilyl)-1-phenylethyl) -2,6-diisopropylbenzenamino) 1-azaallyl zirconium chlorides",,- C48 H70 Cl2 N4 Si2 Zr -,- C48 H70 Cl2 N4 Si2 Zr -,- C96 H140 Cl4 N8 Si4 Zr2 -,2,1
4083400,9.2515,0.0015,15.407,0.003,19.695,0.003,90,,91.581,0.019,90,,2806.2,6,P 1 21/n 1,-P 2yn,14,,"N-(2-((dimetrylamino)dimetrylsilyl)-1-phenylethyl) -2,6-diisopropylbenzenamino 1-azaallyl zirconium chlorides",,- C24 H35 Cl3 N2 Si Zr -,- C24 H35 Cl3 N2 Si Zr -,- C96 H140 Cl12 N8 Si4 Zr4 -,4,1
4083437,10.1292,0.0005,19.7931,0.0009,19.992,0.0009,90,,102.105,0.002,90,,3919,6,P 1 21/n 1,-P 2yn,14,,,,- C38 H24 F22 N2 O2 Zr -,- C38 H24 F22 N2 O2 Zr -,- C152 H96 F88 N8 O8 Zr4 -,4,1
4083442,19.4235,0.0016,12.3987,0.0013,18.8797,0.0018,90,,109.048,0.003,90,,4297.8,7,C 1 2/c 1,-C 2yc,15,,,,- C40 H38 Cl4 F12 N2 O2 Zr -,- C40 H38 Cl4 F12 N2 O2 Zr -,- C160 H152 Cl16 F48 N8 O8 Zr4 -,4,0.5
4083443,9.1239,0.00008,11.9751,0.0001,24.3525,0.00016,96.3176,0.0004,96.7064,0.0005,100.242,0.0005,2577.04,6,P -1,-P 1,2,,,,- C58.5 H50 F12 N2 O2 Zr -,- C58.5 H50 F12 N2 O2 Zr -,- C117 H100 F24 N4 O4 Zr2 -,2,1
4083504,8.7249,0.0003,11.4772,0.0004,28.8269,0.0011,90,,90,,90,,2886.65,5,P 21 21 21,P 2ac 2ab,19,,,,- C27 H44 Cl2 Si2 Zr -,- C27 H44 Cl2 Si2 Zr -,- C108 H176 Cl8 Si8 Zr4 -,4,1
4083567,30.244,0.006,13.876,0.003,25.219,0.006,90,,118,0.03,90,,9345,6,C 1 2/c 1,-C 2yc,15,Moris-324 (Naveen),,,- C45.5 H69.5 Cl2 N4 O Zr -,- C45.5 H69.5 Cl2 N4 O Zr -,- C364 H556 Cl16 N32 O8 Zr8 -,8,1
4083568,21.615,0.004,18.168,0.004,21.452,0.004,90,,98.91,0.03,90,,8323,6,P 1 21/c 1,-P 2ybc,14,,,,- C39.5 H62 Cl2 N4 O Zr -,- C39.5 H62 Cl2 N4 O Zr -,- C316 H496 Cl16 N32 O8 Zr8 -,8,2
4083570,11.2322,0.0007,12.0886,0.0007,31.609,0.002,90,,90,,90,,4291.9,4,P 21 21 21,P 2ac 2ab,19,,,,- C46 H64 N4 Zr -,- C46 H64 N4 Zr -,- C184 H256 N16 Zr4 -,4,1
4083692,12.222,0.0011,23.628,0.002,12.8891,0.0012,90,,100.935,0.002,90,,3654.5,6,P 1 21/n 1,-P 2yn,14,,,,- C37 H45 Cl3 N4 O2 Zr -,- C37 H37 Cl3 N4 O2 Zr -,- C148 H148 Cl12 N16 O8 Zr4 -,4,1
4083743,13.1363,0.0002,13.0928,0.0002,12.819,0.0002,90,,92.237,0.001,90,,2203.07,4,P 1 21/c 1,-P 2ybc,14,,,,- C23 H26 Si Zr -,- C23 H26 Si Zr -,- C92 H104 Si4 Zr4 -,4,1
4083744,15.0935,0.0002,7.9574,0.0001,18.5352,0.0003,90,,112.727,0.001,90,,2053.32,4,P 1 21/n 1,-P 2yn,14,,,,- C23 H26 Si Zr -,- C23 H26 Si Zr -,- C92 H104 Si4 Zr4 -,4,1
4083745,13.0703,0.0002,22.0943,0.0003,15.1528,0.0002,90,,91.772,0.001,90,,4373.72,4,P 1 21/c 1,-P 2ybc,14,,,,- C20 H30 Si2 Zr -,- C20 H30 Si2 Zr -,- C160 H240 Si16 Zr8 -,8,2
4083746,13.1441,0.0001,21.5891,0.0003,15.0145,0.0002,90,,92.653,0.001,90,,4256.09,4,P 1 21/c 1,-P 2ybc,14,,,,- C21 H30 Si Zr -,- C21 H30 Si Zr -,- C168 H240 Si8 Zr8 -,8,2
4083747,46.6268,0.0006,11.0493,0.0002,22.4474,0.0004,90,,116.259,0.001,90,,10371.3,5,C 1 2/c 1,-C 2yc,15,,,,- C54.5 H72 O4 Si2 Zr2 -,- C54.5 H72 O4 Si2 Zr2 -,- C436 H576 O32 Si16 Zr16 -,8,1
4083748,9.1545,0.0002,10.6089,0.0003,13.1114,0.0004,76.948,0.001,73.635,0.001,83.561,0.001,1188.61,5,P -1,-P 1,2,,,,- C52 H56 Cl4 O4 Zr2 -,- C52 H56 Cl4 O4 Zr2 -,- C52 H56 Cl4 O4 Zr2 -,1,0.5
4083749,8.5167,0.0002,9.1715,0.0002,26.6454,0.0006,90,,92.792,0.002,90,,2078.83,4,P 1 21/n 1,-P 2yn,14,,,,- C20 H24 O2 Zr -,- C20 H24 O2 Zr -,- C80 H96 O8 Zr4 -,4,1
4083909,13.0988,0.0004,15.4055,0.0006,8.6435,0.0003,90,,108.877,0.0017,90,,1650.39,4,P 1 21/c 1,-P 2ybc,14,,,,- C19 H23 Cl Zr -,- C19 H23 Cl Zr -,- C76 H92 Cl4 Zr4 -,4,1
4083912,8.8304,0.0001,8.8783,0.0001,14.3868,0.0002,75.8081,0.0007,86.3727,0.0007,62.3999,0.0007,967.39,3,P -1,-P 1,2,,,,- C24 H28 Zr -,- C24 H28 Zr -,- C48 H56 Zr2 -,2,1
4083914,8.7726,0.0002,15.9336,0.0003,15.7671,0.0003,90,,101.446,0.001,90,,2160.08,4,P 1 21/n 1,-P 2yn,14,,,,- C24 H33 Cl Zr -,- C24 H33 Cl Zr -,- C96 H132 Cl4 Zr4 -,4,1
4084026,8.7978,0.0001,17.6135,0.0003,11.061,0.0002,90,,112.303,0.001,90,,1585.79,4,P 1 21 1,P 2yb,4,,,,- C28 H38 Cl6 Zr2 -,- C28 H38 Cl6 Zr2 -,- C56 H76 Cl12 Zr4 -,2,1
4084031,6.5559,0.0002,18.9486,0.0005,15.7614,0.0004,90,,90.924,0.003,90,,1957.71,3,P 1 21 1,P 2yb,4,,,,- C25 H28 Zr -,- C25 H28 Zr -,- C100 H112 Zr4 -,4,2
4084032,10.4927,0.0003,10.9438,0.0003,13.6917,0.0004,90,,90,,90,,1572.22,3,P 21 21 21,P 2ac 2ab,19,,,,- C19 H24 Zr -,- C19 H24 Zr -,- C76 H96 Zr4 -,4,1
4084033,8.3511,0.0003,13.0443,0.0004,19.7724,0.0006,90,,90,,90,,2153.89,4,P 21 21 21,P 2ac 2ab,19,,,,- C23 H35 P Zr -,- C23 H35 P Zr -,- C92 H140 P4 Zr4 -,4,1
4084034,8.1113,0.0003,15.7346,0.0005,18.991,0.0007,90,,90,,90,,2423.78,4,P 21 21 21,P 2ac 2ab,19,,,,- C28 H37 P Zr -,- C28 H37 P Zr -,- C112 H148 P4 Zr4 -,4,1
4084035,8.12222,0.0001,8.12652,0.0001,15.8261,0.0002,90.5804,0.0011,92.7095,0.0011,105.581,0.0011,1004.81,4,P 1,P 1,1,,,,- C22 H33 P Zr -,- C22 H33 P Zr -,- C44 H66 P2 Zr2 -,2,2
4084036,9.1213,0.0002,13.8169,0.0003,17.936,0.0004,90,,90,,90,,2260.44,4,P 21 21 21,P 2ac 2ab,19,,,,- C25 H35 N Zr -,- C25 H35 N Zr -,- C100 H140 N4 Zr4 -,4,1
4084153,11.9094,0.0012,16.5817,0.0016,16.6031,0.0016,108.638,0.004,107.622,0.004,94.55,0.004,2904.2,5,P -1,-P 1,2,,,,- C59 H75 N O2 Zr -,- C59 H75 N O2 Zr -,- C118 H150 N2 O4 Zr2 -,2,1
