file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
1540570,19.6642,0.0008,12.5427,0.0005,16.2481,0.0007,90,,91.706,0.001,90,,4005.7,5,P 1 21/c 1,-P 2ybc,14,,,,- C36.42 H45.33 N8 O15.23 Zr -,- C36.432 H45.308 N8 O15.222 Zr -,- C145.728 H181.232 N32 O60.888 Zr4 -,4,1
1540776,7.095,,7.095,,7.095,,90,,90,,90,,357.155,3,F d -3 m :1,F 4d 2 3 -1d,227,,(Ni6 V4 Zr5)1.6,,- Ni9.6 V6.4 Zr8 -,- Ni9.6 V6.4 Zr8 -,- Ni9.6 V6.4 Zr8 -,1,0.00520833
1540789,7.697,,7.697,,7.697,,90,,90,,90,,456,3,F d -3 m :1,F 4d 2 3 -1d,227,,Cr4 Zr2 D7,,- Cr4 D7 Zr2 -,- Cr4 D6.96 Zr2 -,- Cr16 D27.84 Zr8 -,4,0.0208333
1540825,12.446,,7.764,,7.243,,90,,90,,90,,699.896,4,I m m m,-I 2 2,71,,K2 Li14 (Zr3 O14),,- K2 Li14 O14 Zr3 -,- K2 Li14 O14 Zr3 -,- K4 Li28 O28 Zr6 -,2,0.125
1540828,7.61,,7.61,,7.61,,90,,90,,90,,440.711,2,F d -3 m :1,F 4d 2 3 -1d,227,,,,- W2 Zr -,- W2 Zr -,- W16 Zr8 -,8,0.0416667
1540829,7.419,,7.419,,7.419,,90,,90,,90,,408.353,2,F d -3 m :1,F 4d 2 3 -1d,227,,,,- V2 Zr -,- V2 Zr -,- V16 Zr8 -,8,0.0416667
1540837,3.465,,3.465,,5.49,,90,,90,,120,,57.083,2,P 63/m m c,-P 6c 2c,194,,,,- Tb1.2 Zr0.8 -,- Tb1.2 Zr0.8 -,- Tb1.2 Zr0.8 -,1,0.0416667
1540838,3.47,,3.47,,5.49,,90,,90,,120,,57.248,2,P 63/m m c,-P 6c 2c,194,,(Y3 Zr2)0.4,,- Y1.2 Zr0.8 -,- Y1.2 Zr0.8 -,- Y1.2 Zr0.8 -,1,0.0416667
1540887,4.74,,4.74,,4.74,,90,,90,,90,,106.496,3,P m -3 n,-P 4n 2 3,223,,V5.442 Zr0.558 Si2,,- Si2 V5.442 Zr0.558 -,- Si2 V5.442 Zr0.558 -,- Si2 V5.442 Zr0.558 -,1,0.0208333
1540890,7.886,,7.886,,5.558,,90,,90,,120,,299.339,2,P 63/m c m,-P 6c 2,193,,Zr5 Si3,,- Si3 Zr5 -,- Si3 Zr5 -,- Si6 Zr10 -,2,0.0833333
1540891,6.581,,6.581,,5.372,,90,,90,,90,,232.659,2,I 4/m c m,-I 4 2c,140,,Zr2 S,,- Si Zr2 -,- Si Zr2 -,- Si4 Zr8 -,4,0.125
1540924,7.3969,,7.3969,,7.3969,,90,,90,,90,,404.715,2,F d -3 m :1,F 4d 2 3 -1d,227,,,,- Zn2 Zr -,- Zn2 Zr -,- Zn16 Zr8 -,8,0.0416667
1540931,3.3445,,3.3445,,22.23,,90,,90,,120,,215.344,3,P 3 1 c,P 3 -2c,159,,Al3 Zr2 C5,,- C5 Al3 Zr2 -,- C5 Al3 Zr2 -,- C10 Al6 Zr4 -,2,0.333333
1540935,3.3,,3.3,,3.3,,90,,90,,90,,35.937,2,I m -3 m,-I 4 2 3,229,,,,- Rh Zr -,- Rh Zr -,- Rh Zr -,1,0.0104167
1540980,3.495,,3.495,,4.463,,90,,90,,90,,54.516,2,I 4/m m m,-I 4 2,139,,Zr2 D4,,- D4 Zr2 -,- D4 Zr2 -,- D4 Zr2 -,1,0.03125
1540981,4.586,,4.586,,4.948,,90,,90,,90,,104.063,2,P 42/n :1,P 4n -1n,86,,Zr D,,- D Zr -,- D Zr -,- D4 Zr4 -,4,0.5
1540993,3.76,,3.76,,3.86,,90,,90,,120,,47.26,2,P -6 m 2,P -6 2,187,,Zr Te,,- Te Zr -,- Te Zr -,- Te Zr -,1,0.0833333
1540999,7.0659,,7.0659,,3.4145,,90,,90,,90,,170.476,3,P 4/m b m,-P 4 2ab,127,,,,- Ni2 Sn Zr2 -,- Ni2 Sn Zr2 -,- Ni4 Sn2 Zr4 -,2,0.125
1541014,3.2503,,3.2503,,3.2503,,90,,90,,90,,34.338,2,I m -3 m,-I 4 2 3,229,,(Pu Zr9)0.2,,- Pu0.2 Zr1.8 -,- Pu0.2 Zr1.8 -,- Pu0.2 Zr1.8 -,1,0.0104167
1541084,7.43,,7.43,,7.43,,90,,90,,90,,410.172,2,F d -3 m :1,F 4d 2 3 -1d,227,,,,- V2 Zr -,- V2 Zr -,- V16 Zr8 -,8,0.0416667
1541121,3.701,,3.701,,3.701,,90,,90,,90,,50.694,2,I m -3 m,-I 4 2 3,229,,(Th Zr3)0.5,,- Th0.5 Zr1.5 -,- Th0.5 Zr1.5 -,- Th0.5 Zr1.5 -,1,0.0104167
1541122,5.03,,5.03,,5.03,,90,,90,,90,,127.264,2,F m -3 m,-F 4 2 3,225,,(Th Zr2)1.33,,- Th1.33 Zr2.66 -,- Th1.332 Zr2.668 -,- Th1.332 Zr2.668 -,1,0.00520833
1541123,3.258,,3.258,,5.248,,90,,90,,120,,48.242,2,P 63/m m c,-P 6c 2c,194,,(Th Zr9)0.2,,- Th0.2 Zr1.8 -,- Th0.2 Zr1.8 -,- Th0.2 Zr1.8 -,1,0.0416667
1541135,5.3889,,5.3889,,8.766,,90,,90,,120,,220.461,4,P 63/m m c,-P 6c 2c,194,,Hf0.172 Mn8.428 Zr3.4 D9.3,,- D9.3 Hf0.172 Mn8.428 Zr3.4 -,- D9.3 Hf0.172 Mn8.428 Zr3.4 -,- D9.3 Hf0.172 Mn8.428 Zr3.4 -,1,0.0416667
1541157,5.67,,10.984,,10.601,,90,,93.88,,90,,658.709,4,P 1 21 1,P 2yb,4,,(N2 H6)3 (Zr2 F13) F,,- F14 H18 N6 Zr2 -,- F14 H18 N6 Zr2 -,- F28 H36 N12 Zr4 -,2,1
1541179,6.738,,16.845,,8.693,,90,,90.441,,90,,986.64,6,P 1 21/n 1,-P 2yn,14,,K3 (Zr F5 (S O4)) (H2 O),,- F5 H2 K3 O5 S Zr -,- F5 H2 K3 O5 S Zr -,- F20 H8 K12 O20 S4 Zr4 -,4,1
1541205,6.8861,,3.5706,,8.337,,90,,90,,90,,204.986,3,P n m a,-P 2ac 2n,62,,Nb Zr P,,- Nb P Zr -,- Nb P Zr -,- Nb4 P4 Zr4 -,4,0.5
1541210,3.946,,3.946,,6.634,,90,,90,,120,,89.458,2,P 63/m m c,-P 6c 2c,194,,Zr Te,,- Te Zr -,- Te Zr -,- Te2 Zr2 -,2,0.0833333
1541211,3.763,,3.763,,3.862,,90,,90,,120,,47.36,2,P -6 m 2,P -6 2,187,,Zr Te,,- Te Zr -,- Te Zr -,- Te Zr -,1,0.0833333
1541222,2.97,,2.97,,4.74,,90,,90,,120,,36.209,2,P 63/m m c,-P 6c 2c,194,,,,- Ti1.83 Zr0.17 -,- Ti1.83 Zr0.17 -,- Ti1.83 Zr0.17 -,1,0.0416667
1541223,3.95,,3.95,,6.64,,90,,90,,120,,89.721,2,P 63/m m c,-P 6c 2c,194,,Zr Te,,- Te Zr -,- Te Zr -,- Te2 Zr2 -,2,0.0833333
1541245,3.5727,,3.5727,,3.5727,,90,,90,,90,,45.603,3,P m -3 m,-P 4 2 3,221,,,,- Al0.25 Ni0.74 Zr0.01 -,- Al0.25 Ni0.74025 Zr0.00975 -,- Al Ni2.961 Zr0.039 -,4,0.0833333
1541284,3.71,,3.71,,3.71,,90,,90,,90,,51.065,2,I m -3 m,-I 4 2 3,229,,(Th Zr3)0.5,,- Th0.5 Zr1.5 -,- Th0.5 Zr1.5 -,- Th0.5 Zr1.5 -,1,0.0104167
1541335,7.331,,7.331,,7.331,,90,,90,,90,,393.994,3,F d -3 m :1,F 4d 2 3 -1d,227,,(Zr7 Ti3 Zn20)0.8,,- Ti2.4 Zn16 Zr5.6 -,- Ti2.4 Zn16 Zr5.6 -,- Ti2.4 Zn16 Zr5.6 -,1,0.00520833
1541537,10.43,,10.43,,10.43,,90,,90,,90,,1134.63,20,F d -3 m :1,F 4d 2 3 -1d,227,,(Na2.35 Ca11.01 Sr0.14 Mn0.032 Mg0.11 Ce1.36 La0.27 Nd0.34 Y0.016 U0.064 Th0.13 Te0.016) (Nb11.62 Ta0.3 Ti2.85 Zr0.24 Fe0.75) O49.25 (O H)0.41 F6.34,,- Ca11.01 Ce1.36 F6.34 Fe0.75 H0.41 La0.27 Mg0.11 Mn0.032 Na2.35 Nb11.62 Nd0.34 O49.66 Sr0.14 Ta0.3 Te0.016 Th0.13 Ti2.85 U0.064 Y0.016 Zr0.24 -,- Ca11.008 Ce1.36 F6.344 Fe0.752 La0.272 Mg0.112 Mn0.032 Na2.352 Nb11.616 Nd0.336 O49.656 Sr0.144 Ta0.304 Te0.016 Th0.128 Ti2.848 U0.064 Y0.016 Zr0.24 -,- Ca11.008 Ce1.36 F6.344 Fe0.752 La0.272 Mg0.112 Mn0.032 Na2.352 Nb11.616 Nd0.336 O49.656 Sr0.144 Ta0.304 Te0.016 Th0.128 Ti2.848 U0.064 Y0.016 Zr0.24 -,1,0.00520833
1541538,10.393,,10.393,,10.393,,90,,90,,90,,1122.59,17,F d -3 m :1,F 4d 2 3 -1d,227,,(Na5.06 Ca9.35 Sr0.096 Mn0.016 Ce1.38 La0.21 Nd0.19 Y0.032) (Nb12.7 Ta0.11 Ti2.24 Zr0.16 Sn0.048 Fe0.59) O49.04 (O H)0.61 F6.37,,- Ca9.35 Ce1.38 F6.37 Fe0.59 H0.61 La0.21 Mn0.016 Na5.06 Nb12.7 Nd0.19 O49.65 Sn0.048 Sr0.096 Ta0.11 Ti2.24 Y0.032 Zr0.16 -,- Ca9.344 Ce1.376 F6.368 Fe0.592 La0.208 Mn0.016 Na5.056 Nb12.704 Nd0.192 O49.632 Sn0.048 Sr0.096 Ta0.112 Ti2.24 Y0.032 Zr0.16 -,- Ca9.344 Ce1.376 F6.368 Fe0.592 La0.208 Mn0.016 Na5.056 Nb12.704 Nd0.192 O49.632 Sn0.048 Sr0.096 Ta0.112 Ti2.24 Y0.032 Zr0.16 -,1,0.00520833
1541539,10.428,,10.428,,10.428,,90,,90,,90,,1133.97,19,F d -3 m :1,F 4d 2 3 -1d,227,,(Na5.04 Ca9.56 Sr0.22 Mn0.016 Mg0.4 Ce0.7 La0.13 Nd0.33 Y0.016 Th0.34 Te0.016) (Nb12.98 Ta0.048 Ti1.99 Zr0.5 Fe0.41) O50.67 (O H)1.2 F3.44,,- Ca9.56 Ce0.7 F3.44 Fe0.41 H1.2 La0.13 Mg0.4 Mn0.016 Na5.04 Nb12.98 Nd0.33 O51.87 Sr0.22 Ta0.048 Te0.016 Th0.34 Ti1.99 Y0.016 Zr0.5 -,- Ca9.568 Ce0.704 F3.44 Fe0.416 La0.128 Mg0.4 Mn0.016 Na5.04 Nb12.976 Nd0.336 O51.872 Sr0.224 Ta0.048 Te0.016 Th0.336 Ti1.984 Y0.016 Zr0.496 -,- Ca9.568 Ce0.704 F3.44 Fe0.416 La0.128 Mg0.4 Mn0.016 Na5.04 Nb12.976 Nd0.336 O51.872 Sr0.224 Ta0.048 Te0.016 Th0.336 Ti1.984 Y0.016 Zr0.496 -,1,0.00520833
1541540,10.3947,,10.3947,,10.3947,,90,,90,,90,,1123.15,17,F d -3 m :1,F 4d 2 3 -1d,227,,(Na2.10 Ca11.21 Sr0.08 Mn0.128 Ce1.67 La0.23 Nd0.23 Y0.064 U0.064) (Nb11.29 Ta0.5 Ti2.53 Zr1.05 Fe0.75) O51.27 (O H)1.26 F3.59,,- Ca11.21 Ce1.67 F3.59 Fe0.75 H1.26 La0.23 Mn0.128 Na2.1 Nb11.29 Nd0.23 O52.53 Sr0.08 Ta0.5 Ti2.53 U0.064 Y0.064 Zr1.05 -,- Ca11.216 Ce1.664 F3.592 Fe0.752 La0.224 Mn0.128 Na2.096 Nb11.296 Nd0.224 O52.536 Sr0.08 Ta0.496 Ti2.528 U0.064 Y0.064 Zr1.056 -,- Ca11.216 Ce1.664 F3.592 Fe0.752 La0.224 Mn0.128 Na2.096 Nb11.296 Nd0.224 O52.536 Sr0.08 Ta0.496 Ti2.528 U0.064 Y0.064 Zr1.056 -,1,0.00520833
1541542,10.4205,,10.4205,,10.4205,,90,,90,,90,,1131.53,15,F d -3 m :1,F 4d 2 3 -1d,227,,(Na5.91 Ca8.44 Sr0.27 Ce0.3 La0.064 Nd0.064 Y0.048 Th0.016) (Nb14.84 Ti0.97 Zr0.14 Fe0.21) O48 (O H)0.73 F7.27,,- Ca8.44 Ce0.3 F7.27 Fe0.21 H0.73 La0.064 Na5.91 Nb14.84 Nd0.064 O48.73 Sr0.27 Th0.016 Ti0.97 Y0.048 Zr0.14 -,- Ca8.448 Ce0.304 F7.272 Fe0.208 La0.064 Na5.904 Nb14.848 Nd0.064 O48.728 Sr0.272 Th0.016 Ti0.976 Y0.048 Zr0.144 -,- Ca8.448 Ce0.304 F7.272 Fe0.208 La0.064 Na5.904 Nb14.848 Nd0.064 O48.728 Sr0.272 Th0.016 Ti0.976 Y0.048 Zr0.144 -,1,0.00520833
1541555,5.08,,5.08,,5.08,,90,,90,,90,,131.097,3,F m -3 m,-F 4 2 3,225,,(Mg0.2 Zr0.8) O1.8,,- Mg0.2 O1.8 Zr0.8 -,- Mg0.2 O1.8 Zr0.8 -,- Mg0.8 O7.2 Zr3.2 -,4,0.0208333
1541557,5.407,,5.407,,5.407,,90,,90,,90,,158.077,3,F m -3 m,-F 4 2 3,225,,La.5 Zr.5 O1.75,,- La0.5 O1.75 Zr0.5 -,- La0.5 O1.75 Zr0.5 -,- La2 O7 Zr2 -,4,0.0208333
1541559,5.403,,5.403,,5.403,,90,,90,,90,,157.727,4,F m -3 m,-F 4 2 3,225,,Mg.858 La1.715 Zr1.715 O6.86,,- La1.715 Mg0.858 O6.86 Zr1.715 -,- La1.716 Mg0.86 O6.864 Zr1.716 -,- La1.716 Mg0.86 O6.864 Zr1.716 -,1,0.00520833
1541560,5.403,,5.403,,5.403,,90,,90,,90,,157.727,4,F m -3 m,-F 4 2 3,225,,Mg1.37 La1.6 Zr1.6 O6.97,,- La1.6 Mg1.37 O6.97 Zr1.6 -,- La1.6 Mg1.38 O6.968 Zr1.6 -,- La1.6 Mg1.38 O6.968 Zr1.6 -,1,0.00520833
1541562,5.403,,5.403,,5.403,,90,,90,,90,,157.727,4,F m -3 m,-F 4 2 3,225,,Mg2.67 La1.33 Zr1.33 O7.33,,- La1.33 Mg2.67 O7.33 Zr1.33 -,- La1.332 Mg2.664 O7.328 Zr1.332 -,- La1.332 Mg2.664 O7.328 Zr1.332 -,1,0.00520833
1541569,14.252,,14.252,,30.01799,,90,,90,,120,,5280.36,8,R 3 m :H,"R 3 -2""",160,,H6 Na12 Ca6 Fe3 Zr3 Si24 O72 Cl2,,- Ca6 Cl2 Fe3 H6 Na12 O72 Si24 Zr3 -,- Ca6 Cl2 Fe3 Na12 O72 Si24 Zr3 -,- Ca18 Cl6 Fe9 Na36 O216 Si72 Zr9 -,3,0.166667
1541636,11.0149,,10.9409,,7.3534,,109.35,,109.879,,83.434,,786.298,9,P -1,-P 1,2,,(Na3.2 Ca0.8) Ca8 Zr2 (Zr0.67 Ti0.33 Ca0.33 Mn0.33 Fe0.33) (Si2 O7)4 O2.8 F5.2,,- Ca9.13 F5.2 Fe0.33 Mn0.33 Na3.2 O30.8 Si8 Ti0.33 Zr2.67 -,- Ca9.1332 F5.2 Fe0.3332 Mn0.3332 Na3.2 O30.8 Si8 Ti0.3332 Zr2.6666 -,- Ca9.1332 F5.2 Fe0.3332 Mn0.3332 Na3.2 O30.8 Si8 Ti0.3332 Zr2.6666 -,1,0.5
1541817,3.738,,3.738,,28.223,,90,,90,,90,,394.35,3,I 4/m m m,-I 4 2,139,,Zr6 Cu8 Si12,,- Cu8 Si12 Zr6 -,- Cu8 Si12 Zr6 -,- Cu8 Si12 Zr6 -,1,0.03125
1541861,11.629,,13.6534,,6.8818,,90,,90,,90,,1092.66,4,P n n m,-P 2 2n,58,,Zr4 (O H)6.10 (Cr O4)4.95 (H2 O)0.6,,- Cr4.95 H7.3 O26.5 Zr4 -,- Cr4.95 O26.5 Zr4 -,- Cr9.9 O53 Zr8 -,2,0.25
1541873,5.53,,7.1,,18.3,,90,,102.72,,90,,700.879,8,P 1 2/c 1,-P 2yc,13,,Na2 (Ti0.5 Mn0.5) (Ti0.25 Zr0.75) (Si2 O7) O (F (O H))0.5,,- F0.5 H0.5 Mn0.5 Na2 O8.5 Si2 Ti0.75 Zr0.75 -,- F0.5 Mn0.5 Na2 O8.5 Si2 Ti0.75 Zr0.75 -,- F2 Mn2 Na8 O34 Si8 Ti3 Zr3 -,4,1
1542029,4.02,,4.02,,4.02,,90,,90,,90,,64.965,3,P m -3 m,-P 4 2 3,221,,Ca (Zr O3),,- Ca O3 Zr -,- Ca O3 Zr -,- Ca O3 Zr -,1,0.0208333
1542066,7.4,,14.4,,7.05,,90,,90,,90,,751.248,5,P b m m,-P 2 2b,51,,Na2 Zr Si6 O15 (H2 O)3,,- H6 Na2 O18 Si6 Zr -,- Na2 O18 Si6 Zr -,- Na4 O36 Si12 Zr2 -,2,0.25
1542067,7.4,,14.4,,7.05,,90,,90,,90,,751.248,5,P b m 2,P 2 -2b,28,,Na2 Zr (Si6 O15) (H2 O)3,,- H6 Na2 O18 Si6 Zr -,- Na2 O18 Si6 Zr -,- Na4 O36 Si12 Zr2 -,2,0.5
1542069,3.997,,3.997,,3.997,,90,,90,,90,,63.856,3,P m -3 m,-P 4 2 3,221,,Zr F2.67 O.67,,- F2.67 O0.67 Zr -,- F2.676 O0.672 Zr1.002 -,- F2.676 O0.672 Zr1.002 -,1,0.0208333
1542080,4.06,,4.06,,4.06,,90,,90,,90,,66.923,4,P m -3 m,-P 4 2 3,221,,Mg.5 La Zr.5 O3,,- La Mg0.5 O3 Zr0.5 -,- La Mg0.5 O3 Zr0.5 -,- La Mg0.5 O3 Zr0.5 -,1,0.0208333
1542082,4.174,,4.174,,4.174,,90,,90,,90,,72.721,4,P m -3 m,-P 4 2 3,221,,Ca.5 La Zr.5 O3,,- Ca0.5 La O3 Zr0.5 -,- Ca0.5 La O3 Zr0.5 -,- Ca0.5 La O3 Zr0.5 -,1,0.0208333
1542083,4.142,,4.142,,4.142,,90,,90,,90,,71.061,4,P m -3 m,-P 4 2 3,221,,Ca.6 La.8 Zr.6 O3,,- Ca0.6 La0.8 O3 Zr0.6 -,- Ca0.6 La0.8 O3 Zr0.6 -,- Ca0.6 La0.8 O3 Zr0.6 -,1,0.0208333
1542084,4.114,,4.114,,4.114,,90,,90,,90,,69.629,4,P m -3 m,-P 4 2 3,221,,Ca.7 La.6 Zr.7 O3,,- Ca0.7 La0.6 O3 Zr0.7 -,- Ca0.7 La0.6 O3 Zr0.7 -,- Ca0.7 La0.6 O3 Zr0.7 -,1,0.0208333
1542085,4.084,,4.084,,4.084,,90,,90,,90,,68.117,4,P m -3 m,-P 4 2 3,221,,Ca.8 La.4 Zr.8 O3,,- Ca0.8 La0.4 O3 Zr0.8 -,- Ca0.8 La0.4 O3 Zr0.8 -,- Ca0.8 La0.4 O3 Zr0.8 -,1,0.0208333
1542086,4.049,,4.049,,4.049,,90,,90,,90,,66.381,4,P m -3 m,-P 4 2 3,221,,Ca.9 La.2 Zr.9 O3,,- Ca0.9 La0.2 O3 Zr0.9 -,- Ca0.9 La0.2 O3 Zr0.9 -,- Ca0.9 La0.2 O3 Zr0.9 -,1,0.0208333
1542095,4.011,,4.011,,4.011,,90,,90,,90,,64.529,3,P m -3 m,-P 4 2 3,221,,Zr0.8 Yb0.2 F3.48,,- F3.48 Yb0.2 Zr0.8 -,- F3.48 Yb0.1998 Zr0.7998 -,- F3.48 Yb0.1998 Zr0.7998 -,1,0.0208333
1542115,4.866,,4.866,,10.55,,90,,90,,90,,249.802,3,I 41/a :1,I 4bw -1bw,88,,Zr (Ge O4),,- Ge O4 Zr -,- Ge O4 Zr -,- Ge4 O16 Zr4 -,4,0.25
1542238,6.154,,5.739,,8.299,,90,,102.89,,90,,285.716,3,P 1 21 1,P 2yb,4,,Sm Zr F7,,- F7 Sm Zr -,- F7 Sm Zr -,- F14 Sm2 Zr2 -,2,1
1542436,8.6885,0.001,12.1849,0.0012,18.105,0.002,79.834,0.005,85.356,0.006,81.823,0.005,1864.4,6,P -1,-P 1,2,,'LZr(CH3)2',,- C42 H53 B N2 Si Zr -,- C42 H53 B N2 Si Zr -,- C84 H106 B2 N4 Si2 Zr2 -,2,1
1542437,27.914,0.002,16.0147,0.0009,10.2151,0.0007,90,,95.322,0.004,90,,4546.8,6,P 1 21/c 1,-P 2ybc,14,,'LZr(Bn)2',,- C54 H61 B N2 Si Zr -,- C54 H61 B N2 Si Zr -,- C216 H244 B4 N8 Si4 Zr4 -,4,1
1542438,11.1492,0.0005,11.3188,0.0005,20.2772,0.0009,89.308,0.002,82.967,0.002,77.549,0.002,2479.64,7,P -1,-P 1,2,,'LZr(CH2SiMe3)2',,- C50 H74 B N2 O0.5 Si3 Zr -,- C50 H74 B N2 O0.5 Si3 Zr -,- C100 H148 B2 N4 O Si6 Zr2 -,2,1
1542740,3.627,0.0001,3.627,0.0001,5.2336,0.0003,90,,90,,90,,68.849,3,P 42/n m c :1,P 4n 2n -1n,137,,Zirconium cerium(IV) oxide (0.9/0.1/2),,- Ce0.12 O2 Zr0.88 -,- Ce0.18 O2 Zr0.82 -,- Ce0.36 O4 Zr1.64 -,2,0.125
1544060,15.9363,0.0008,15.9363,0.0008,16.8801,0.0008,90,,90,,90,,4287,5,P -4 21 c,P -4 2n,114,,"(η^5^-2,4-Dimethylcyclopenta[<i>b</i>]indolyl)(η^5^-pentamethylcyclopentadienyl)zirconium(IV) dichloride",,- C23 H27 Cl2 N Zr -,- C23 H27 Cl2 N Zr -,- C184 H216 Cl16 N8 Zr8 -,8,1
1544387,5.94761,0.00005,5.94761,0.00005,24.6604,0.0002,90,,90,,120,,755.467,5,P 63/m m c,-P 6c 2c,194,Ba5Er2Al2ZrO13,,,- Al2 Ba5 Er2 O13 Zr -,- Al2 Ba5 Er2 O13 Zr -,- Al4 Ba10 Er4 O26 Zr2 -,2,0.0833333
1544391,5.8177,0.00007,5.8177,0.00007,24.1947,0.0003,90,,90,,120,,709.175,5,P 63/m m c,-P 6c 2c,194,Ba4.5Sr0.5Sc1.33Zr1.67O13.33,,,- Ba4.5 O13.33 Sc1.33 Sr0.5 Zr1.67 -,- Al2 Ba4.5 O13.3333 Sc1.3333 Sr0.5 Zr1.6667 -,- Al4 Ba9 O26.6666 Sc2.6666 Sr Zr3.3334 -,2,0.0833333
1544426,4.026,0.0002,4.026,0.0002,4.1241,0.0002,90,,90,,90,,66.846,4,P 4 m m,P 4 -2,99,PbZr0.45Ti0.55O3,,,- O3 Pb Ti0.55 Zr0.45 -,- O3 Pb Ti0.55 Zr0.45 -,- O3 Pb Ti0.55 Zr0.45 -,1,0.125
1544427,10.75,0.01,10.75,0.01,10.75,0.01,90,,90,,90,,1242,3,F d -3 m,F 4d 2 3 -1d,227,Ce2Zr2O7,,,- Ce2 O7 Zr2 -,- Ce2 O7 Zr2 -,- Ce16 O56 Zr16 -,8,
1544428,10.6451,0.0001,10.6451,0.0001,10.6451,0.0001,90,,90,,90,,1206.28,3,F -4 3 m,F -4 2 3,216,beta-Ce2Zr2O7.5,,,- Ce2 O7.5 Zr2 -,- Ce2 O7.4965 Zr2 -,- Ce16 O59.972 Zr16 -,8,0.0833333
1544468,10.556,0.0001,10.556,0.0001,10.556,0.0001,90,,90,,90,,1176.25,3,F d -3 m,F 4d 2 3 -1d,227,Eu2Zr2O7 XRD,,,- Eu2 O7 Zr2 -,- Eu2 O29.84 Zr2 -,- Eu8 O119.36 Zr8 -,4,
1544469,10.809,0.0001,10.809,0.0001,10.809,0.0001,90,,90,,90,,1262.86,3,F d -3 m,F 4d 2 3 -1d,227,La2Zr2O7 XRD,,,- La2 O7 Zr2 -,- La2 O28.08 Zr2 -,- La8 O112.32 Zr8 -,4,
1544470,10.812,0.0001,10.812,0.0001,10.812,0.0001,90,,90,,90,,1263.92,3,F d -3 m,F 4d 2 3 -1d,227,La2Zr2O7 neutron data,,,- La2 O7 Zr2 -,- La2 O28.056 Zr2 -,- La8 O112.224 Zr8 -,4,
1544471,10.631,0.0001,10.631,0.0001,10.631,0.0001,90,,90,,90,,1201.5,3,F d -3 m,F 4d 2 3 -1d,227,Nd2Zr2O7 XRD,,,- Nd2 O7 Zr2 -,- Nd2 O29.2 Zr2 -,- Nd8 O116.8 Zr8 -,4,
1544496,3.31897,0.00002,3.31897,0.00002,46.7309,0.0005,90,,90,,120,,445.801,4,R 3 m :H,"R 3 -2""",160,(ZrC)3Al3[Al0.96Ge0.04]C3,,,- C6 Al3.96 Ge0.04 Zr3 -,- C6 Al3.958 Ge0.042 Zr3 -,- C18 Al11.874 Ge0.126 Zr9 -,3,0.166667
1544497,3.32256,0.00002,3.32256,0.00002,40.9434,0.0002,90,,90,,120,,391.435,4,R 3 m :H,"R 3 -2""",160,(ZrC)2Al3[Al0.93Ge0.07]C3,,,- C5 Al3.93 Ge0.07 Zr2 -,- C5 Al3.93 Ge0.07 Zr2 -,- C15 Al11.79 Ge0.21 Zr6 -,3,0.166667
1544498,3.32214,0.00003,3.32214,0.00003,57.8236,0.0005,90,,90,,120,,552.677,4,R -3 m,"-R 3 2""",166,(ZrC)[Al0.94Si0.06]8C6,,,- C7 Al7.52 Si0.48 Zr -,- C7 Al7.52 Si0.48 Zr -,- C21 Al22.56 Si1.44 Zr3 -,3,
1544499,3.32349,0.00001,3.32349,0.00001,21.99241,0.00007,90,,90,,120,,210.374,4,P 3 m 1,"P 3 -2""",156,(ZrC)[Al0.96Si0.04]4C3,,,- C4 Al3.84 Si0.16 Zr -,- C4 Al3.84 Si0.16 Zr -,- C8 Al7.68 Si0.32 Zr2 -,2,0.333333
1544506,17.093,0.004,8.748,0.002,9.216,0.002,90,,103.69,0.02,90,,1338.9,5,C 1 2/c 1,-C 2yc,15,(NH4)2[Zr2(OH)2(PO4)2(HPO4)],,,- H11 N2 O14 P3 Zr2 -,- N2 O14 P3 Zr2 -,- N8 O56 P12 Zr8 -,4,0.5
1544507,10.198,0.001,10.198,0.001,10.198,0.001,90,,90,,90,,1060.58,5,P 21 3,P 2ac 2ab 3,198,(NH4)Zr2(PO4)3,,,- H4 N O12 P3 Zr2 -,- N O12 P3 Zr2 -,- N4 O48 P12 Zr8 -,4,0.333333
1544780,13.0201,0.0018,13.0201,0.0018,13.1802,0.0019,90,,90,,90,,2234.3,5,P 4 c c,P 4 -2c,103,,,,- C16 H32.72 N4 O12.36 Zr -,- C16 H28.52 N4 O12.36 Zr -,- C64 H114.08 N16 O49.44 Zr4 -,4,0.5
1545065,5.0367,0.0001,5.2546,0.0001,5.0855,0.0001,90,,90,,90,,134.592,2,P b c m,-P 2c 2b,57,ZrO2 ortho I phase,,,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,0.5
1545083,12.9481,0.0001,12.9481,0.0001,12.9481,0.0001,90,,90,,90,,2170.79,5,I a -3 d,-I 4bd 2c 3,230,Li6.5La3Zr1.5Ta0.5O12 cubic phase,,,- La3 Li6.5 O12 Ta0.5 Zr1.5 -,- La3 Li6.42 O12 Ta0.484 Zr1.518 -,- La24 Li51.36 O96 Ta3.872 Zr12.144 -,8,0.0833333
